Transaction_Amount,Transaction_Time,Sender_Age,Receiver_New_Account,Location_Risk_Score,Device_Change,Transaction_Frequency,Fraud
22165881.886851925,10.0,62.0,0,0,0,17.0,0
18217538.525890548,12.0,40.0,1,1,0,10.0,0
34839880.05597331,15.0,46.0,0,0,1,14.0,1
19899007.12651208,14.0,45.0,1,1,0,10.0,0
33450462.159388024,13.0,63.0,0,1,1,21.0,1
32229276.858025294,12.0,35.0,1,1,0,10.0,0
34167683.898474425,4.0,42.0,1,1,1,6.0,1
31218831.864877537,7.0,37.0,1,1,0,12.0,0
28739386.233088575,7.0,44.0,0,1,0,16.0,0
35183073.37605541,15.0,53.0,0,1,0,18.0,0
21277420.64580603,6.0,55.0,1,0,0,9.0,0
22719954.196240477,13.0,48.0,1,0,0,5.0,0
36323460.92702559,12.0,40.0,1,0,0,18.0,1
26946796.614279877,9.0,53.0,0,1,1,16.0,1
34580209.14720477,12.0,44.0,1,1,0,10.0,0
29617590.561382502,10.0,48.0,1,1,0,12.0,0
22726065.068060808,12.0,47.0,0,1,0,15.0,0
23975444.137395207,12.0,39.0,1,1,0,14.0,0
31126976.50827139,15.0,39.0,1,1,0,14.0,0
22647863.303250637,15.0,50.0,0,0,0,13.0,0
31818763.587593634,17.0,51.0,1,1,0,9.0,0
23582901.02265783,16.0,41.0,1,1,1,10.0,1
31768907.800175995,20.0,57.0,0,1,1,16.0,0
30069319.355873145,12.0,38.0,1,1,0,13.0,0
38286182.063697636,14.0,49.0,1,0,0,8.0,0
24925352.320257936,10.0,37.0,1,1,0,11.0,0
23923829.161803063,18.0,41.0,1,0,0,15.0,0
32442080.63598716,14.0,44.0,1,1,0,7.0,0
30737586.818788793,11.0,46.0,1,1,0,10.0,0
26288896.78924992,12.0,57.0,0,0,0,15.0,0
17870759.462547608,11.0,63.0,0,1,1,19.0,1
34113837.43089855,12.0,38.0,1,1,0,13.0,0
22768497.734103575,12.0,39.0,1,1,0,12.0,0
22292404.87721396,15.0,47.0,0,1,0,18.0,0
23225481.234744683,6.0,41.0,1,1,1,9.0,1
30366727.58630984,11.0,53.0,0,1,0,16.0,0
28170383.44770322,12.0,57.0,0,1,0,14.0,0
28480822.78407001,13.0,58.0,0,1,0,15.0,0
23215710.369685337,8.0,52.0,0,1,1,17.0,1
24438695.46940954,12.0,43.0,1,1,0,12.0,0
21415458.67683874,5.0,41.0,1,1,0,10.0,0
17128443.58530714,7.0,49.0,1,1,1,9.0,1
23927193.93328765,10.0,48.0,1,0,0,16.0,0
36759340.647876814,9.0,37.0,1,1,0,11.0,0
27593673.727417853,17.0,43.0,1,1,0,13.0,0
20059724.163884096,7.0,40.0,1,1,0,16.0,0
22316438.77108908,16.0,44.0,1,1,0,5.0,0
25653196.73463013,12.0,42.0,1,0,0,14.0,1
30049269.573684372,9.0,53.0,1,1,0,13.0,0
32168495.27087472,11.0,60.0,0,0,1,9.0,0
29520409.862335723,8.0,55.0,1,0,0,18.0,0
20772253.0345597,12.0,37.0,1,1,0,11.0,0
22066762.53637456,18.0,51.0,1,1,0,8.0,0
24499063.74391714,14.0,60.0,1,0,0,8.0,0
35212726.90934489,11.0,42.0,1,1,0,13.0,0
17336933.3658078,10.0,53.0,0,1,1,14.0,1
27032430.33490431,16.0,52.0,0,0,1,15.0,0
25843927.039968446,8.0,66.0,0,0,0,14.0,0
20508117.82657794,10.0,38.0,1,1,0,10.0,0
17890840.99017568,10.0,57.0,0,0,0,17.0,0
23206109.458314903,14.0,53.0,1,0,0,10.0,0
22990090.76522798,13.0,48.0,0,1,0,16.0,0
18996173.769446786,13.0,63.0,0,0,1,14.0,0
32364796.05816653,6.0,59.0,0,0,1,11.0,1
29678359.432782378,10.0,62.0,0,1,0,17.0,0
25392082.76503172,12.0,42.0,1,1,0,8.0,1
39875734.984568074,12.0,48.0,1,1,0,10.0,0
30489014.18051747,9.0,59.0,0,0,0,14.0,0
16317183.14448937,14.0,55.0,0,0,0,16.0,0
25005452.601327747,15.0,47.0,1,0,0,10.0,0
16407619.780652797,7.0,54.0,0,1,0,14.0,0
34258476.894562125,9.0,33.0,1,1,0,10.0,0
22935437.182071406,16.0,63.0,0,1,1,12.0,0
25613286.148470547,11.0,43.0,1,0,0,17.0,0
31616819.503063194,16.0,61.0,0,0,1,11.0,0
27648004.64342981,12.0,54.0,0,0,0,20.0,0
29616034.08807491,11.0,46.0,1,1,0,8.0,0
22676305.511994153,10.0,61.0,0,1,0,19.0,0
28831101.49852585,16.0,42.0,1,1,0,6.0,0
33276244.97160474,12.0,45.0,1,0,0,10.0,0
49234643.126397006,3.0,49.0,1,1,1,7.0,1
27271724.863764536,16.0,52.0,1,0,0,6.0,0
27927974.880624056,8.0,41.0,1,1,0,14.0,0
28921623.665022425,16.0,48.0,1,0,0,7.0,0
19706200.525699276,11.0,59.0,0,0,0,13.0,0
30645753.0437007,8.0,37.0,1,1,0,14.0,0
24796343.013581116,11.0,33.0,1,0,0,12.0,1
22901368.06781695,11.0,37.0,1,1,0,11.0,0
29320980.863442976,10.0,54.0,0,1,0,17.0,0
30981829.70312879,13.0,39.0,1,1,0,9.0,0
23220870.249106754,12.0,41.0,1,1,0,5.0,0
29876777.973620005,9.0,42.0,1,1,0,10.0,0
23824666.5270335,9.0,50.0,0,1,0,14.0,0
27373949.29935532,13.0,43.0,1,1,0,10.0,0
33724825.68869523,12.0,46.0,1,1,0,10.0,0
23778227.90770779,12.0,47.0,0,1,1,10.0,0
29651299.58651061,6.0,55.0,1,0,0,13.0,0
13066709.818061605,16.0,45.0,1,1,0,6.0,0
32174740.5079513,9.0,41.0,1,1,0,15.0,0
15740643.766686551,13.0,46.0,1,1,0,15.0,0
17340182.253079128,3.0,32.0,0,1,1,17.0,0
26675893.494676568,12.0,40.0,1,1,0,10.0,0
30821988.50878825,14.0,52.0,1,0,0,11.0,0
31005139.622053035,18.0,59.0,0,1,1,17.0,0
27188432.415909976,16.0,48.0,1,1,0,8.0,0
31480217.16473351,13.0,48.0,0,0,0,17.0,0
21580890.12162978,16.0,36.0,1,1,0,9.0,0
30091421.665011156,11.0,55.0,0,0,0,11.0,0
20061146.295456115,10.0,52.0,0,0,1,12.0,1
22266035.08320013,14.0,57.0,0,1,1,11.0,0
22707334.717088874,13.0,47.0,1,0,0,8.0,0
22534861.416671973,8.0,30.0,1,1,0,11.0,0
28532179.796528418,11.0,33.0,1,1,0,8.0,1
29497960.727302983,7.0,73.0,0,1,0,18.0,0
26583686.781573974,12.0,38.0,1,1,0,11.0,0
26679235.57923468,11.0,34.0,1,1,0,8.0,0
24209463.220657427,6.0,63.0,0,1,0,16.0,0
33283172.562209338,15.0,45.0,1,1,0,9.0,0
22640159.970307652,13.0,52.0,0,1,0,16.0,0
28770389.27660891,18.0,49.0,0,1,0,17.0,0
24703148.5262879,9.0,59.0,0,0,0,15.0,0
29252517.076374047,7.0,47.0,0,0,1,14.0,1
18061286.495620333,17.0,48.0,0,1,1,13.0,0
32235888.600929976,14.0,64.0,0,1,1,16.0,0
21916677.22377029,14.0,53.0,1,0,0,11.0,0
21922157.31647265,17.0,47.0,0,1,0,14.0,0
34026740.45558156,11.0,41.0,1,1,0,10.0,0
19547234.386720177,10.0,38.0,1,1,0,10.0,0
27474649.30554702,14.0,63.0,0,1,1,17.0,0
21987102.433278702,11.0,41.0,1,0,0,14.0,1
35172146.845460474,18.0,54.0,1,0,0,7.0,0
19819649.332875866,8.0,63.0,0,1,1,20.0,1
27764147.369417533,11.0,53.0,0,1,0,15.0,0
24563126.65414771,18.0,57.0,0,1,1,12.0,0
33575706.96867633,17.0,48.0,1,0,0,7.0,0
13770391.030656382,11.0,50.0,0,1,0,13.0,1
34101014.06862657,13.0,37.0,1,0,0,12.0,1
27282192.768936895,10.0,41.0,1,1,0,8.0,0
14858349.73421118,7.0,55.0,0,1,0,13.0,0
36229642.782354735,11.0,37.0,1,1,0,11.0,1
23341623.965675592,14.0,34.0,1,1,1,12.0,0
26428499.21680987,9.0,47.0,1,0,0,13.0,1
18922941.958706897,21.0,35.0,1,1,0,16.0,0
27118455.734324362,8.0,24.0,1,1,0,11.0,0
17401682.603929553,17.0,59.0,0,1,1,18.0,0
34180367.473721415,10.0,53.0,1,0,0,14.0,0
32786358.077926844,10.0,68.0,0,1,0,16.0,0
32544566.70693658,11.0,35.0,1,1,0,9.0,0
22622563.192345012,14.0,53.0,1,0,0,9.0,0
16123383.05528057,10.0,57.0,0,0,0,15.0,0
26658761.917156436,14.0,47.0,1,1,0,9.0,0
29349433.803059876,16.0,51.0,0,1,1,13.0,0
35368956.21760916,8.0,48.0,1,0,0,14.0,0
18471635.925279606,13.0,50.0,1,1,0,10.0,0
36277354.74639254,14.0,45.0,1,1,0,9.0,0
30435503.26188077,14.0,48.0,1,0,0,8.0,0
19923061.86095497,16.0,63.0,0,1,1,13.0,0
22130311.895523824,13.0,64.0,0,1,0,19.0,0
26157681.581513774,8.0,50.0,0,1,1,16.0,1
32507879.7947822,15.0,47.0,1,1,0,11.0,0
24952457.77312458,14.0,39.0,1,0,0,13.0,0
27376614.46519806,12.0,57.0,0,1,0,14.0,0
30075341.7861889,8.0,49.0,1,0,0,21.0,1
23834286.48805282,11.0,36.0,1,1,0,9.0,0
38587794.54789036,7.0,54.0,0,1,1,16.0,1
24813270.04320479,15.0,37.0,1,1,0,11.0,0
11481680.524798762,18.0,58.0,1,0,0,9.0,0
21587493.307232797,11.0,43.0,1,1,0,8.0,0
26934677.974766407,14.0,38.0,1,0,0,13.0,1
35069378.26202145,3.0,45.0,1,1,1,7.0,1
34428090.94187647,9.0,43.0,1,1,0,14.0,0
35037412.10287104,17.0,55.0,0,1,1,13.0,0
27352541.898405124,18.0,51.0,0,1,0,17.0,0
28648598.30210006,17.0,48.0,1,1,0,7.0,0
20317962.254127678,13.0,43.0,1,1,0,12.0,0
32137077.91446176,9.0,36.0,1,0,0,17.0,1
27717269.56984667,9.0,48.0,1,1,0,13.0,0
28197952.011494562,11.0,42.0,1,1,0,8.0,0
29661433.70153709,12.0,42.0,1,1,0,4.0,1
16363218.80175475,5.0,54.0,0,1,1,14.0,1
26251948.17533027,8.0,49.0,1,0,0,15.0,0
33869955.914709345,17.0,53.0,1,0,0,8.0,0
35403757.03083228,17.0,61.0,0,1,1,17.0,0
22877373.794907793,15.0,44.0,1,1,0,7.0,0
25089444.21152599,16.0,46.0,0,0,0,16.0,0
24973660.802094217,14.0,44.0,1,0,0,10.0,0
33629763.6914424,12.0,50.0,0,1,0,14.0,0
36055338.02890803,9.0,35.0,1,1,0,11.0,0
14541945.650276223,10.0,36.0,1,1,0,14.0,0
28666791.877948258,12.0,41.0,1,1,0,10.0,0
28460803.430074297,5.0,39.0,1,1,1,12.0,1
23639743.2450827,9.0,63.0,0,1,1,16.0,1
22890773.863710113,16.0,47.0,0,1,0,17.0,0
32978717.261839997,15.0,49.0,0,1,0,15.0,0
30133163.0637161,15.0,48.0,1,0,0,16.0,1
34281286.2000766,9.0,51.0,0,1,1,19.0,1
28498370.91432735,7.0,56.0,0,0,0,15.0,0
30955169.908936277,14.0,38.0,1,1,1,9.0,1
21612694.80965255,11.0,49.0,1,1,0,9.0,0
36899766.36889478,13.0,54.0,0,1,0,16.0,0
34143203.904746145,12.0,37.0,1,1,0,12.0,1
24900148.591273516,14.0,40.0,1,1,1,9.0,1
36726532.8726569,10.0,32.0,1,1,1,13.0,0
23272102.489744257,13.0,40.0,1,1,0,9.0,0
31274475.272686765,12.0,45.0,1,0,0,16.0,1
25204990.475877177,10.0,39.0,1,1,0,15.0,0
20481497.083119016,13.0,44.0,0,1,0,13.0,0
30930078.180561855,13.0,55.0,0,0,1,13.0,0
22378854.68091,9.0,33.0,1,1,1,9.0,0
23146371.43789345,7.0,54.0,0,1,0,15.0,0
22567306.716971334,10.0,47.0,0,1,0,15.0,0
29028849.99256639,10.0,49.0,1,0,0,14.0,0
43178188.47188974,14.0,45.0,1,1,0,16.0,0
19324966.63263882,10.0,45.0,1,0,0,16.0,0
36548795.3153708,12.0,44.0,1,1,0,12.0,0
32313039.78700351,18.0,54.0,0,1,1,17.0,0
25145712.25846507,15.0,43.0,1,0,0,10.0,0
20866433.25297546,9.0,55.0,0,0,0,18.0,0
32782713.22671245,9.0,65.0,0,1,0,15.0,0
41695439.115554854,11.0,59.0,0,1,0,16.0,0
27643923.43637227,17.0,61.0,0,1,1,14.0,0
31311820.413182586,9.0,49.0,1,1,0,12.0,0
27549867.22576146,9.0,31.0,1,1,0,13.0,0
37913628.159844935,14.0,45.0,1,1,0,5.0,0
24819593.06205181,14.0,44.0,1,0,0,9.0,0
13425794.344435139,5.0,49.0,1,0,0,13.0,0
28638092.64670364,12.0,46.0,1,1,0,13.0,0
25949550.307940695,15.0,43.0,1,1,0,8.0,0
15076711.773970127,8.0,34.0,1,1,0,13.0,0
28649345.11074106,9.0,43.0,1,0,0,11.0,0
31714973.492251042,9.0,50.0,0,1,0,18.0,0
32463525.05309706,13.0,50.0,0,1,0,17.0,0
29059203.938955065,13.0,50.0,0,1,0,12.0,0
24278839.15025347,12.0,43.0,1,1,0,10.0,0
22293418.770173766,13.0,35.0,1,1,0,9.0,0
28366156.729223825,16.0,44.0,1,1,0,7.0,0
25449609.33845637,10.0,62.0,0,0,0,17.0,0
31359761.25618643,10.0,46.0,0,1,0,15.0,0
20743631.73174571,14.0,43.0,0,1,0,14.0,0
39526136.858943634,10.0,60.0,0,1,0,18.0,0
31310825.684036374,11.0,45.0,1,1,0,12.0,0
39650992.09730217,18.0,57.0,1,0,0,7.0,0
30979632.340014115,15.0,47.0,0,1,0,16.0,0
22726635.510156676,9.0,65.0,0,1,1,20.0,1
31800328.04407568,11.0,40.0,1,1,0,10.0,0
26975961.66187031,12.0,40.0,1,0,0,13.0,0
36312630.636811174,13.0,52.0,0,1,0,13.0,0
29934418.542167746,17.0,55.0,1,0,0,6.0,1
39078884.249245316,15.0,52.0,0,1,1,13.0,0
19224458.458091553,10.0,58.0,0,0,0,15.0,0
27928076.81632619,15.0,52.0,1,0,0,10.0,0
29636208.998009756,15.0,49.0,0,0,0,16.0,1
24748111.483667757,21.0,52.0,0,1,1,12.0,0
26968095.445454814,12.0,49.0,1,1,0,11.0,0
35557016.08895762,14.0,43.0,1,0,0,14.0,1
34438016.05146423,15.0,78.0,0,1,0,19.0,1
35563803.526599884,13.0,44.0,1,0,0,9.0,0
29066479.295691814,11.0,57.0,0,0,0,19.0,0
17883074.56655835,7.0,55.0,0,1,1,13.0,1
23996317.834708665,13.0,44.0,1,1,0,12.0,0
26331257.214489225,4.0,71.0,0,1,0,12.0,0
30461637.073623635,11.0,59.0,0,0,0,19.0,0
37824187.59345897,8.0,31.0,1,1,0,9.0,0
24019741.268130615,5.0,48.0,0,1,1,11.0,1
25360801.911753092,12.0,51.0,0,0,0,14.0,0
25793603.055387147,2.0,40.0,1,1,1,11.0,1
25606518.637361992,13.0,47.0,0,1,0,12.0,0
18883528.284596488,9.0,76.0,0,1,0,19.0,0
32526126.07866688,15.0,42.0,1,0,0,19.0,0
35765062.77745238,11.0,55.0,0,1,0,15.0,0
29441184.506796006,7.0,43.0,1,1,0,13.0,0
22007819.609726004,14.0,33.0,1,1,0,6.0,0
26260514.04581857,8.0,55.0,0,0,0,11.0,0
15376961.931235617,10.0,57.0,0,1,1,16.0,1
33828488.48284357,8.0,43.0,1,0,0,11.0,0
25345211.443975355,6.0,45.0,0,1,1,20.0,1
25945436.05946946,12.0,58.0,0,0,0,15.0,0
24297717.235989794,14.0,38.0,1,1,0,10.0,0
34574408.393447,12.0,44.0,1,1,0,8.0,0
27210977.74719563,12.0,59.0,0,1,0,14.0,0
38375410.2804401,14.0,49.0,0,1,0,17.0,0
24721658.949428827,13.0,47.0,1,0,0,6.0,0
21384175.113333557,12.0,34.0,1,0,0,15.0,0
44038626.081839874,12.0,44.0,1,1,0,14.0,0
15653655.333950946,11.0,41.0,1,1,0,9.0,0
21312182.41194682,15.0,58.0,0,1,1,15.0,0
31176725.799776014,9.0,36.0,1,1,0,9.0,0
27248468.60908822,10.0,38.0,1,1,0,8.0,0
27927999.43817926,10.0,54.0,0,0,0,15.0,0
31912549.60350978,8.0,46.0,1,0,0,11.0,0
20652794.829235103,9.0,34.0,1,0,0,13.0,1
24617668.240710016,15.0,54.0,0,0,0,21.0,1
34754001.26498348,13.0,47.0,0,1,0,17.0,0
29947356.266475808,8.0,33.0,1,1,0,6.0,0
21920456.351625696,11.0,43.0,1,1,0,16.0,0
18215704.48500883,14.0,52.0,0,1,0,13.0,0
27396782.17797597,4.0,65.0,0,1,0,14.0,0
26159679.64566263,15.0,47.0,0,1,0,17.0,1
22786596.28036815,16.0,47.0,1,1,0,5.0,0
31529744.988278102,8.0,52.0,0,0,1,10.0,1
27770135.30003392,10.0,40.0,1,1,0,11.0,0
19576547.84874822,8.0,57.0,0,1,0,13.0,0
35782069.94683977,15.0,31.0,1,1,0,7.0,0
32647023.378200017,16.0,52.0,0,0,0,16.0,1
24288233.45203534,18.0,59.0,0,1,1,15.0,0
21728545.3712673,14.0,44.0,1,1,0,9.0,0
20977652.134303294,14.0,49.0,0,1,0,14.0,0
37094197.03027997,12.0,53.0,0,1,0,16.0,0
27647490.65630695,11.0,49.0,1,1,0,14.0,0
34767896.67298244,5.0,43.0,1,1,1,9.0,1
26711181.966719575,16.0,53.0,1,0,0,8.0,0
27803288.594080243,18.0,39.0,1,1,0,15.0,0
32286364.649082214,9.0,61.0,0,0,1,17.0,1
30319445.82049194,13.0,57.0,0,0,0,15.0,0
31808933.0942361,14.0,47.0,1,0,0,10.0,0
30038591.647058938,12.0,45.0,0,1,0,14.0,0
22861554.284304537,15.0,43.0,0,1,0,16.0,0
36160021.00619841,11.0,41.0,1,1,0,13.0,1
22642978.25935572,12.0,44.0,1,1,0,9.0,0
34372870.73432082,14.0,50.0,0,1,0,13.0,0
24397082.78843198,10.0,53.0,0,0,0,15.0,0
36217392.69833319,11.0,47.0,1,1,0,11.0,0
22104201.484404366,16.0,48.0,0,0,0,14.0,1
22138834.716521643,11.0,49.0,0,1,0,16.0,0
22672583.996779583,11.0,55.0,0,1,0,14.0,0
27042606.14459999,11.0,52.0,0,0,0,16.0,0
24600423.923083838,8.0,64.0,0,0,0,13.0,0
35366579.70359834,10.0,59.0,0,1,0,13.0,0
21208494.295791797,13.0,46.0,1,0,0,14.0,0
27881336.61666902,8.0,45.0,1,1,0,12.0,0
30942540.98517682,11.0,64.0,0,1,0,20.0,0
25364836.608206213,11.0,49.0,1,1,0,9.0,0
17655135.851284318,11.0,39.0,1,1,0,13.0,0
30850134.75641442,16.0,42.0,1,1,0,6.0,0
27891004.005655967,13.0,58.0,0,1,1,15.0,0
23759295.823292647,13.0,67.0,0,1,0,15.0,0
34757583.132361606,4.0,53.0,0,1,1,14.0,1
29921372.8320015,10.0,36.0,1,1,0,8.0,0
25733067.845077228,10.0,37.0,1,1,0,13.0,0
23384067.747122314,14.0,44.0,1,1,0,10.0,0
31957826.37053948,18.0,51.0,1,0,0,6.0,0
28582130.014226478,14.0,46.0,1,1,0,11.0,0
31583654.69644741,11.0,37.0,1,1,0,12.0,0
34879208.15000832,15.0,48.0,1,1,0,9.0,0
20479143.14433567,10.0,42.0,1,1,0,10.0,0
31897333.518864002,13.0,51.0,1,1,0,12.0,0
32037771.12638367,11.0,48.0,0,1,0,16.0,0
21004875.1132357,13.0,45.0,1,0,0,16.0,1
40380782.27481651,6.0,52.0,0,1,0,12.0,0
38717927.675933465,18.0,58.0,0,0,0,9.0,0
17863557.99899761,14.0,44.0,1,1,0,10.0,0
19575885.97876552,11.0,34.0,1,1,0,10.0,0
31001034.80504955,10.0,36.0,1,1,0,11.0,0
25348422.486197025,9.0,70.0,0,0,0,14.0,0
11038362.726444913,12.0,50.0,0,0,0,14.0,0
23671879.720382076,19.0,61.0,0,1,1,13.0,0
26401286.123082697,12.0,55.0,0,1,1,13.0,0
19199578.019079104,12.0,46.0,0,1,0,14.0,0
27173393.576220844,8.0,31.0,1,1,0,10.0,0
26400649.566728633,15.0,40.0,1,1,0,14.0,0
18878118.84851357,13.0,53.0,0,1,0,15.0,0
24558532.971502505,11.0,55.0,0,1,0,17.0,0
21382515.74648071,13.0,49.0,1,0,0,9.0,0
30050477.101206694,16.0,44.0,1,1,0,5.0,0
17593073.207559995,16.0,50.0,0,0,0,15.0,0
19378532.638464678,17.0,47.0,1,0,0,6.0,0
40947488.81143263,2.0,38.0,0,1,1,14.0,1
22126827.54098484,17.0,54.0,0,0,1,15.0,0
33754822.15871753,11.0,48.0,1,0,0,14.0,0
21398319.21025417,13.0,45.0,1,1,0,9.0,0
31792711.63881108,8.0,53.0,0,1,0,16.0,0
21778446.84359533,3.0,46.0,0,1,1,11.0,1
13918564.510725964,17.0,52.0,1,1,0,10.0,0
23495749.241331678,9.0,49.0,0,0,0,22.0,1
28263046.463177,14.0,57.0,0,1,1,12.0,0
22322400.078587875,10.0,65.0,0,1,1,15.0,0
34098273.329211004,11.0,60.0,0,1,0,15.0,0
31685302.250442073,10.0,44.0,1,0,0,10.0,0
19334172.114863094,10.0,32.0,1,1,0,11.0,0
25469367.967715148,11.0,37.0,1,1,0,9.0,0
28368820.517084386,17.0,53.0,0,0,1,14.0,0
27526549.323885474,12.0,40.0,1,1,0,7.0,0
32608026.72052835,14.0,50.0,0,0,0,14.0,1
25753540.423185844,9.0,40.0,1,1,0,11.0,0
25023335.6235214,12.0,37.0,1,1,0,13.0,0
25309338.390826423,10.0,45.0,1,1,0,15.0,0
12213092.900637543,5.0,43.0,1,0,1,13.0,1
35316383.89382608,13.0,45.0,1,1,0,11.0,0
27679188.111659598,12.0,54.0,1,0,0,11.0,0
33683329.43387118,7.0,47.0,1,1,0,18.0,0
21331662.12526001,9.0,57.0,0,1,0,17.0,0
39700011.70456611,14.0,55.0,0,1,0,12.0,0
31932265.080555446,11.0,65.0,0,1,1,17.0,1
36207230.57420673,11.0,40.0,1,1,0,9.0,0
29107103.14928908,7.0,33.0,1,1,0,6.0,0
32586191.835650507,14.0,43.0,1,1,0,11.0,1
37637559.54629721,10.0,38.0,1,1,1,14.0,0
20314200.432683617,13.0,44.0,1,1,0,8.0,0
21756700.675409287,9.0,66.0,0,1,0,18.0,0
22517510.836314842,9.0,38.0,1,1,0,14.0,0
26109428.01954562,10.0,55.0,0,1,0,16.0,0
23580885.303097945,14.0,40.0,1,1,0,17.0,0
20288610.437225197,13.0,55.0,1,0,0,10.0,0
28071133.158753864,5.0,46.0,0,1,1,13.0,1
19538033.89139153,12.0,52.0,0,1,1,12.0,0
24271248.941308014,14.0,48.0,1,1,1,10.0,0
25401886.01841865,12.0,59.0,0,0,0,14.0,0
29700184.22399097,16.0,39.0,1,1,0,13.0,0
25052522.705639977,11.0,53.0,0,1,0,14.0,0
19576095.399236925,14.0,48.0,0,1,0,16.0,0
28411601.34733165,9.0,37.0,1,0,0,13.0,1
22522173.765794557,11.0,39.0,1,1,0,14.0,0
35791146.31879074,16.0,55.0,0,1,1,15.0,0
42386427.131919615,14.0,44.0,1,1,0,9.0,0
29129567.944274914,4.0,44.0,0,0,1,15.0,1
21297785.421168044,10.0,39.0,1,1,0,6.0,0
26144783.850832954,10.0,66.0,0,1,1,16.0,0
32327815.66938502,14.0,53.0,0,1,0,14.0,0
23982493.194142707,14.0,48.0,1,0,0,15.0,1
33723386.364385635,5.0,41.0,0,1,1,14.0,1
23031229.04856161,13.0,34.0,1,1,0,8.0,0
22655143.714600552,13.0,33.0,1,1,0,6.0,0
18579081.68980398,4.0,50.0,0,1,1,17.0,1
27219480.682240855,15.0,47.0,0,1,1,10.0,0
29323631.834453385,10.0,40.0,1,1,0,14.0,0
24295856.89562191,4.0,38.0,1,1,1,8.0,1
26745726.272138022,8.0,55.0,0,1,0,15.0,0
26142198.1960924,11.0,46.0,1,0,0,15.0,0
15056559.943136502,9.0,47.0,1,1,0,19.0,0
26532711.20691988,18.0,59.0,0,1,1,12.0,0
22330896.061961,10.0,37.0,1,1,0,14.0,0
14778827.425890503,13.0,51.0,0,1,0,16.0,0
26025054.827697642,10.0,52.0,1,0,0,11.0,0
31541458.64785605,10.0,37.0,0,1,1,14.0,0
26762382.956023697,11.0,60.0,0,0,0,14.0,0
23708493.399328776,14.0,49.0,1,0,0,12.0,0
29631010.023139726,14.0,47.0,1,1,0,10.0,0
31262845.260889813,12.0,36.0,1,1,0,11.0,0
29621325.504489396,13.0,52.0,0,1,0,17.0,0
29546913.23935856,16.0,63.0,0,0,1,17.0,0
37571418.39018787,14.0,52.0,0,1,1,11.0,0
19465625.945203006,10.0,65.0,0,1,1,14.0,0
21780802.356534448,15.0,53.0,1,0,0,7.0,0
33126638.35943785,8.0,30.0,1,1,0,12.0,0
25192925.260011967,16.0,51.0,0,0,1,11.0,0
29833105.451037534,13.0,66.0,0,1,0,15.0,0
34710260.050759934,9.0,32.0,1,0,0,15.0,1
32651572.713999342,17.0,51.0,1,0,0,11.0,0
29649542.633570246,15.0,49.0,1,0,0,9.0,0
39531247.45825635,17.0,53.0,0,0,1,16.0,0
27375004.21855537,12.0,63.0,0,0,0,16.0,0
31254800.899357572,11.0,67.0,0,1,1,12.0,0
25900246.405716028,16.0,33.0,1,1,0,15.0,0
27776083.95829171,12.0,52.0,0,1,0,13.0,0
22613331.967685167,8.0,34.0,1,1,0,10.0,0
33719471.59344366,14.0,50.0,0,0,0,18.0,1
22080787.429492522,17.0,44.0,1,0,0,7.0,0
27373637.279001493,11.0,42.0,1,0,0,14.0,1
28190894.882962465,16.0,43.0,1,1,0,14.0,0
22004516.00076008,12.0,52.0,0,1,1,13.0,0
29993292.882364154,12.0,51.0,1,0,0,10.0,0
24244218.964626785,14.0,41.0,1,1,0,12.0,1
25887206.473132204,16.0,55.0,1,0,0,7.0,0
35044217.61966966,10.0,44.0,1,0,0,19.0,1
29770140.94681316,14.0,38.0,1,1,0,11.0,0
22329186.495226618,15.0,52.0,1,0,0,10.0,0
21215041.149054933,12.0,44.0,1,0,0,18.0,1
27359087.73549012,10.0,51.0,1,0,0,12.0,0
38009990.964394294,16.0,24.0,1,1,0,17.0,0
21458837.08393006,9.0,47.0,0,1,0,12.0,0
19626188.924132463,12.0,46.0,1,1,0,11.0,0
23475401.190315884,11.0,65.0,0,0,0,16.0,0
26577828.820628352,11.0,36.0,1,1,0,11.0,0
21832840.055926997,13.0,68.0,0,0,1,15.0,0
34078637.39807493,9.0,37.0,1,1,0,12.0,0
15414583.154032452,13.0,50.0,0,0,0,15.0,0
35886777.83474473,15.0,48.0,0,1,0,14.0,0
33005096.222027894,15.0,41.0,1,1,0,6.0,0
29048486.82022429,10.0,53.0,1,0,0,11.0,0
26564847.837806374,13.0,47.0,1,0,0,17.0,0
23930450.61219823,16.0,52.0,0,0,1,15.0,0
13388777.033795176,8.0,52.0,0,1,1,12.0,1
26296342.505002867,10.0,28.0,1,1,1,11.0,0
29944286.44253899,14.0,37.0,1,1,0,7.0,0
32061573.050499327,15.0,62.0,0,1,1,17.0,0
28204565.667409845,19.0,59.0,1,0,0,6.0,0
27123531.29992962,13.0,49.0,0,0,0,20.0,1
38765884.63301036,12.0,44.0,1,1,0,12.0,0
23424274.62289148,10.0,53.0,0,1,0,14.0,0
30003628.723051608,9.0,43.0,1,0,0,18.0,0
23841368.042153217,15.0,41.0,1,1,0,13.0,0
21387112.80802607,9.0,55.0,0,0,1,14.0,1
31091816.74027236,10.0,41.0,1,1,0,12.0,0
32230599.21678561,13.0,43.0,1,1,0,8.0,0
23250500.0172361,13.0,70.0,0,0,1,21.0,1
21838667.838458072,11.0,56.0,0,1,0,15.0,0
24197777.600978334,7.0,65.0,0,1,0,16.0,0
